input,name,type,label
[pcl4]functional location/ f/l level4 (section),[PCL4]Functional Location/ F/L Level4 (Section),5,설비유형
Functional Location/ F/L Level4 (Section),[PCL4]Functional Location/ F/L Level4 (Section),6,설비유형
[PIIP]검사배관,[PIIP]검사배관,0,설비유형
[piip]검사배관,[PIIP]검사배관,1,설비유형
[PIIP]검사배관,[PIIP]검사배관,2,설비유형
[PIIP]검사배관,[PIIP]검사배관,3,설비유형
PIIP검사배관,[PIIP]검사배관,4,설비유형
[piip]검사배관,[PIIP]검사배관,5,설비유형
검사배관,[PIIP]검사배관,6,설비유형
[PIPI]Piping/ Piping,[PIPI]Piping/ Piping,0,설비유형
[pipi]piping/ piping,[PIPI]Piping/ Piping,1,설비유형
[PIPI]PIPING/ PIPING,[PIPI]Piping/ Piping,2,설비유형
[PIPI]Piping/Piping,[PIPI]Piping/ Piping,3,설비유형
PIPIPiping Piping,[PIPI]Piping/ Piping,4,설비유형
[pipi]piping/ piping,[PIPI]Piping/ Piping,5,설비유형
Piping/ Piping,[PIPI]Piping/ Piping,6,설비유형
[PNCB]Panel/ Capacitor Bank,[PNCB]Panel/ Capacitor Bank,0,설비유형
[pncb]panel/ capacitor bank,[PNCB]Panel/ Capacitor Bank,1,설비유형
[PNCB]PANEL/ CAPACITOR BANK,[PNCB]Panel/ Capacitor Bank,2,설비유형
[PNCB]Panel/CapacitorBank,[PNCB]Panel/ Capacitor Bank,3,설비유형
PNCBPanel Capacitor Bank,[PNCB]Panel/ Capacitor Bank,4,설비유형
[pncb]panel/ capacitor bank,[PNCB]Panel/ Capacitor Bank,5,설비유형
Panel/ Capacitor Bank,[PNCB]Panel/ Capacitor Bank,6,설비유형
[PNDC]Panel/ DC Motor Control Panel,[PNDC]Panel/ DC Motor Control Panel,0,설비유형
[pndc]panel/ dc motor control panel,[PNDC]Panel/ DC Motor Control Panel,1,설비유형
[PNDC]PANEL/ DC MOTOR CONTROL PANEL,[PNDC]Panel/ DC Motor Control Panel,2,설비유형
[PNDC]Panel/DCMotorControlPanel,[PNDC]Panel/ DC Motor Control Panel,3,설비유형
PNDCPanel DC Motor Control Panel,[PNDC]Panel/ DC Motor Control Panel,4,설비유형
[pndc]panel/ dc motor control panel,[PNDC]Panel/ DC Motor Control Panel,5,설비유형
Panel/ DC Motor Control Panel,[PNDC]Panel/ DC Motor Control Panel,6,설비유형
[PNDP]Panel/ Local Power Distribu,[PNDP]Panel/ Local Power Distribu,0,설비유형
[pndp]panel/ local power distribu,[PNDP]Panel/ Local Power Distribu,1,설비유형
[PNDP]PANEL/ LOCAL POWER DISTRIBU,[PNDP]Panel/ Local Power Distribu,2,설비유형
[PNDP]Panel/LocalPowerDistribu,[PNDP]Panel/ Local Power Distribu,3,설비유형
PNDPPanel Local Power Distribu,[PNDP]Panel/ Local Power Distribu,4,설비유형
[pndp]panel/ local power distribu,[PNDP]Panel/ Local Power Distribu,5,설비유형
Panel/ Local Power Distribu,[PNDP]Panel/ Local Power Distribu,6,설비유형
[PNES]Panel/ Electric Control Monitoring System,[PNES]Panel/ Electric Control Monitoring System,0,설비유형
[pnes]panel/ electric control monitoring system,[PNES]Panel/ Electric Control Monitoring System,1,설비유형
[PNES]PANEL/ ELECTRIC CONTROL MONITORING SYSTEM,[PNES]Panel/ Electric Control Monitoring System,2,설비유형
[PNES]Panel/ElectricControlMonitoringSystem,[PNES]Panel/ Electric Control Monitoring System,3,설비유형
PNESPanel Electric Control Monitoring System,[PNES]Panel/ Electric Control Monitoring System,4,설비유형
[pnes]panel/ electric control monitoring system,[PNES]Panel/ Electric Control Monitoring System,5,설비유형
Panel/ Electric Control Monitoring System,[PNES]Panel/ Electric Control Monitoring System,6,설비유형
[PNHC]Panel/ Electric Heater Control Panel,[PNHC]Panel/ Electric Heater Control Panel,0,설비유형
[pnhc]panel/ electric heater control panel,[PNHC]Panel/ Electric Heater Control Panel,1,설비유형
[PNHC]PANEL/ ELECTRIC HEATER CONTROL PANEL,[PNHC]Panel/ Electric Heater Control Panel,2,설비유형
[PNHC]Panel/ElectricHeaterControlPanel,[PNHC]Panel/ Electric Heater Control Panel,3,설비유형
PNHCPanel Electric Heater Control Panel,[PNHC]Panel/ Electric Heater Control Panel,4,설비유형
[pnhc]panel/ electric heater control panel,[PNHC]Panel/ Electric Heater Control Panel,5,설비유형
Panel/ Electric Heater Control Panel,[PNHC]Panel/ Electric Heater Control Panel,6,설비유형
[PNHV]Panel/ HV Switchgear,[PNHV]Panel/ HV Switchgear,0,설비유형
[pnhv]panel/ hv switchgear,[PNHV]Panel/ HV Switchgear,1,설비유형
[PNHV]PANEL/ HV SWITCHGEAR,[PNHV]Panel/ HV Switchgear,2,설비유형
[PNHV]Panel/HVSwitchgear,[PNHV]Panel/ HV Switchgear,3,설비유형
PNHVPanel HV Switchgear,[PNHV]Panel/ HV Switchgear,4,설비유형
[pnhv]panel/ hv switchgear,[PNHV]Panel/ HV Switchgear,5,설비유형
Panel/ HV Switchgear,[PNHV]Panel/ HV Switchgear,6,설비유형
[PNLV]Panel/ LV Switchgear,[PNLV]Panel/ LV Switchgear,0,설비유형
[pnlv]panel/ lv switchgear,[PNLV]Panel/ LV Switchgear,1,설비유형
[PNLV]PANEL/ LV SWITCHGEAR,[PNLV]Panel/ LV Switchgear,2,설비유형
[PNLV]Panel/LVSwitchgear,[PNLV]Panel/ LV Switchgear,3,설비유형
PNLVPanel LV Switchgear,[PNLV]Panel/ LV Switchgear,4,설비유형
[pnlv]panel/ lv switchgear,[PNLV]Panel/ LV Switchgear,5,설비유형
Panel/ LV Switchgear,[PNLV]Panel/ LV Switchgear,6,설비유형
[PNNG]Panel/ NGR/HRG (차단기/DS),[PNNG]Panel/ NGR/HRG (차단기/DS),0,설비유형
[pnng]panel/ ngr/hrg (차단기/ds),[PNNG]Panel/ NGR/HRG (차단기/DS),1,설비유형
[PNNG]PANEL/ NGR/HRG (차단기/DS),[PNNG]Panel/ NGR/HRG (차단기/DS),2,설비유형
[PNNG]Panel/NGR/HRG(차단기/DS),[PNNG]Panel/ NGR/HRG (차단기/DS),3,설비유형
PNNGPanel NGRHRG 차단기DS,[PNNG]Panel/ NGR/HRG (차단기/DS),4,설비유형
[pnng]panel/ ngr/hrg (차단기/ds),[PNNG]Panel/ NGR/HRG (차단기/DS),5,설비유형
Panel/ NGR/HRG (차단기/DS),[PNNG]Panel/ NGR/HRG (차단기/DS),6,설비유형
[PNSE]Panel/ SECT Cable & Panel,[PNSE]Panel/ SECT Cable & Panel,0,설비유형
[pnse]panel/ sect cable & panel,[PNSE]Panel/ SECT Cable & Panel,1,설비유형
[PNSE]PANEL/ SECT CABLE & PANEL,[PNSE]Panel/ SECT Cable & Panel,2,설비유형
[PNSE]Panel/SECTCable&Panel,[PNSE]Panel/ SECT Cable & Panel,3,설비유형
PNSEPanel SECT Cable  Panel,[PNSE]Panel/ SECT Cable & Panel,4,설비유형
[pnse]panel/ sect cable & panel,[PNSE]Panel/ SECT Cable & Panel,5,설비유형
Panel/ SECT Cable & Panel,[PNSE]Panel/ SECT Cable & Panel,6,설비유형
[PNSM]Panel/ Synchronous Motor Control Panel,[PNSM]Panel/ Synchronous Motor Control Panel,0,설비유형
[pnsm]panel/ synchronous motor control panel,[PNSM]Panel/ Synchronous Motor Control Panel,1,설비유형
[PNSM]PANEL/ SYNCHRONOUS MOTOR CONTROL PANEL,[PNSM]Panel/ Synchronous Motor Control Panel,2,설비유형
[PNSM]Panel/SynchronousMotorControlPanel,[PNSM]Panel/ Synchronous Motor Control Panel,3,설비유형
PNSMPanel Synchronous Motor Control Panel,[PNSM]Panel/ Synchronous Motor Control Panel,4,설비유형
[pnsm]panel/ synchronous motor control panel,[PNSM]Panel/ Synchronous Motor Control Panel,5,설비유형
Panel/ Synchronous Motor Control Panel,[PNSM]Panel/ Synchronous Motor Control Panel,6,설비유형
[PRBR]Pressure Relief Device/ Breather Valve,[PRBR]Pressure Relief Device/ Breather Valve,0,설비유형
[prbr]pressure relief device/ breather valve,[PRBR]Pressure Relief Device/ Breather Valve,1,설비유형
[PRBR]PRESSURE RELIEF DEVICE/ BREATHER VALVE,[PRBR]Pressure Relief Device/ Breather Valve,2,설비유형
[PRBR]PressureReliefDevice/BreatherValve,[PRBR]Pressure Relief Device/ Breather Valve,3,설비유형
PRBRPressure Relief Device Breather Valve,[PRBR]Pressure Relief Device/ Breather Valve,4,설비유형
[prbr]pressure relief device/ breather valve,[PRBR]Pressure Relief Device/ Breather Valve,5,설비유형
Pressure Relief Device/ Breather Valve,[PRBR]Pressure Relief Device/ Breather Valve,6,설비유형
[PRRD]Pressure Relief Device/ Rupture Disc,[PRRD]Pressure Relief Device/ Rupture Disc,0,설비유형
[prrd]pressure relief device/ rupture disc,[PRRD]Pressure Relief Device/ Rupture Disc,1,설비유형
[PRRD]PRESSURE RELIEF DEVICE/ RUPTURE DISC,[PRRD]Pressure Relief Device/ Rupture Disc,2,설비유형
[PRRD]PressureReliefDevice/RuptureDisc,[PRRD]Pressure Relief Device/ Rupture Disc,3,설비유형
PRRDPressure Relief Device Rupture Disc,[PRRD]Pressure Relief Device/ Rupture Disc,4,설비유형
[prrd]pressure relief device/ rupture disc,[PRRD]Pressure Relief Device/ Rupture Disc,5,설비유형
Pressure Relief Device/ Rupture Disc,[PRRD]Pressure Relief Device/ Rupture Disc,6,설비유형
[PRSV]Pressure Relief Device/ Safety Relief Valve,[PRSV]Pressure Relief Device/ Safety Relief Valve,0,설비유형
[prsv]pressure relief device/ safety relief valve,[PRSV]Pressure Relief Device/ Safety Relief Valve,1,설비유형
[PRSV]PRESSURE RELIEF DEVICE/ SAFETY RELIEF VALVE,[PRSV]Pressure Relief Device/ Safety Relief Valve,2,설비유형
[PRSV]PressureReliefDevice/SafetyReliefValve,[PRSV]Pressure Relief Device/ Safety Relief Valve,3,설비유형
PRSVPressure Relief Device Safety Relief Valve,[PRSV]Pressure Relief Device/ Safety Relief Valve,4,설비유형
[prsv]pressure relief device/ safety relief valve,[PRSV]Pressure Relief Device/ Safety Relief Valve,5,설비유형
Pressure Relief Device/ Safety Relief Valve,[PRSV]Pressure Relief Device/ Safety Relief Valve,6,설비유형
[PTBT]Pressure Tank / Ball Tank,[PTBT]Pressure Tank / Ball Tank,0,설비유형
[ptbt]pressure tank / ball tank,[PTBT]Pressure Tank / Ball Tank,1,설비유형
[PTBT]PRESSURE TANK / BALL TANK,[PTBT]Pressure Tank / Ball Tank,2,설비유형
[PTBT]PressureTank/BallTank,[PTBT]Pressure Tank / Ball Tank,3,설비유형
PTBTPressure Tank  Ball Tank,[PTBT]Pressure Tank / Ball Tank,4,설비유형
[ptbt]pressure tank / ball tank,[PTBT]Pressure Tank / Ball Tank,5,설비유형
Pressure Tank / Ball Tank,[PTBT]Pressure Tank / Ball Tank,6,설비유형
[PUCE]Pump/ Centrifugal,[PUCE]Pump/ Centrifugal,0,설비유형
[puce]pump/ centrifugal,[PUCE]Pump/ Centrifugal,1,설비유형
[PUCE]PUMP/ CENTRIFUGAL,[PUCE]Pump/ Centrifugal,2,설비유형
[PUCE]Pump/Centrifugal,[PUCE]Pump/ Centrifugal,3,설비유형
PUCEPump Centrifugal,[PUCE]Pump/ Centrifugal,4,설비유형
[puce]pump/ centrifugal,[PUCE]Pump/ Centrifugal,5,설비유형
Pump/ Centrifugal,[PUCE]Pump/ Centrifugal,6,설비유형
[PUDP]Pump/ Displacement,[PUDP]Pump/ Displacement,0,설비유형
[pudp]pump/ displacement,[PUDP]Pump/ Displacement,1,설비유형
[PUDP]PUMP/ DISPLACEMENT,[PUDP]Pump/ Displacement,2,설비유형
[PUDP]Pump/Displacement,[PUDP]Pump/ Displacement,3,설비유형
PUDPPump Displacement,[PUDP]Pump/ Displacement,4,설비유형
[pudp]pump/ displacement,[PUDP]Pump/ Displacement,5,설비유형
Pump/ Displacement,[PUDP]Pump/ Displacement,6,설비유형
[PURE]Pump/ Reciprocating,[PURE]Pump/ Reciprocating,0,설비유형
[pure]pump/ reciprocating,[PURE]Pump/ Reciprocating,1,설비유형
[PURE]PUMP/ RECIPROCATING,[PURE]Pump/ Reciprocating,2,설비유형
[PURE]Pump/Reciprocating,[PURE]Pump/ Reciprocating,3,설비유형
PUREPump Reciprocating,[PURE]Pump/ Reciprocating,4,설비유형
[pure]pump/ reciprocating,[PURE]Pump/ Reciprocating,5,설비유형
Pump/ Reciprocating,[PURE]Pump/ Reciprocating,6,설비유형
[PWBC]Power/ Battery Charger,[PWBC]Power/ Battery Charger,0,설비유형
[pwbc]power/ battery charger,[PWBC]Power/ Battery Charger,1,설비유형
[PWBC]POWER/ BATTERY CHARGER,[PWBC]Power/ Battery Charger,2,설비유형
[PWBC]Power/BatteryCharger,[PWBC]Power/ Battery Charger,3,설비유형
PWBCPower Battery Charger,[PWBC]Power/ Battery Charger,4,설비유형
[pwbc]power/ battery charger,[PWBC]Power/ Battery Charger,5,설비유형
Power/ Battery Charger,[PWBC]Power/ Battery Charger,6,설비유형
[PWBT]Power/ Battery,[PWBT]Power/ Battery,0,설비유형
[pwbt]power/ battery,[PWBT]Power/ Battery,1,설비유형
[PWBT]POWER/ BATTERY,[PWBT]Power/ Battery,2,설비유형
[PWBT]Power/Battery,[PWBT]Power/ Battery,3,설비유형
PWBTPower Battery,[PWBT]Power/ Battery,4,설비유형
[pwbt]power/ battery,[PWBT]Power/ Battery,5,설비유형
Power/ Battery,[PWBT]Power/ Battery,6,설비유형
[PWUP]Power/ U.P.S,[PWUP]Power/ U.P.S,0,설비유형
[pwup]power/ u.p.s,[PWUP]Power/ U.P.S,1,설비유형
[PWUP]POWER/ U.P.S,[PWUP]Power/ U.P.S,2,설비유형
[PWUP]Power/U.P.S,[PWUP]Power/ U.P.S,3,설비유형
PWUPPower UPS,[PWUP]Power/ U.P.S,4,설비유형
[pwup]power/ u.p.s,[PWUP]Power/ U.P.S,5,설비유형
Power/ U.P.S,[PWUP]Power/ U.P.S,6,설비유형
[PWVF]Power/ Variable Frequency,[PWVF]Power/ Variable Frequency,0,설비유형
[pwvf]power/ variable frequency,[PWVF]Power/ Variable Frequency,1,설비유형
[PWVF]POWER/ VARIABLE FREQUENCY,[PWVF]Power/ Variable Frequency,2,설비유형
[PWVF]Power/VariableFrequency,[PWVF]Power/ Variable Frequency,3,설비유형
PWVFPower Variable Frequency,[PWVF]Power/ Variable Frequency,4,설비유형
[pwvf]power/ variable frequency,[PWVF]Power/ Variable Frequency,5,설비유형
Power/ Variable Frequency,[PWVF]Power/ Variable Frequency,6,설비유형
[TACR]Storage Tank/ Corn Roof,[TACR]Storage Tank/ Corn Roof,0,설비유형
[tacr]storage tank/ corn roof,[TACR]Storage Tank/ Corn Roof,1,설비유형
[TACR]STORAGE TANK/ CORN ROOF,[TACR]Storage Tank/ Corn Roof,2,설비유형
[TACR]StorageTank/CornRoof,[TACR]Storage Tank/ Corn Roof,3,설비유형
TACRStorage Tank Corn Roof,[TACR]Storage Tank/ Corn Roof,4,설비유형
[tacr]storage tank/ corn roof,[TACR]Storage Tank/ Corn Roof,5,설비유형
Storage Tank/ Corn Roof,[TACR]Storage Tank/ Corn Roof,6,설비유형
[TADR]Storage Tank/ Dome Roof Tank,[TADR]Storage Tank/ Dome Roof Tank,0,설비유형
[tadr]storage tank/ dome roof tank,[TADR]Storage Tank/ Dome Roof Tank,1,설비유형
[TADR]STORAGE TANK/ DOME ROOF TANK,[TADR]Storage Tank/ Dome Roof Tank,2,설비유형
[TADR]StorageTank/DomeRoofTank,[TADR]Storage Tank/ Dome Roof Tank,3,설비유형
TADRStorage Tank Dome Roof Tank,[TADR]Storage Tank/ Dome Roof Tank,4,설비유형
[tadr]storage tank/ dome roof tank,[TADR]Storage Tank/ Dome Roof Tank,5,설비유형
Storage Tank/ Dome Roof Tank,[TADR]Storage Tank/ Dome Roof Tank,6,설비유형
[TAFI]Storage Tank/ Fixed Roof w/Internal floating,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,0,설비유형
[tafi]storage tank/ fixed roof w/internal floating,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,1,설비유형
[TAFI]STORAGE TANK/ FIXED ROOF W/INTERNAL FLOATING,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,2,설비유형
[TAFI]StorageTank/FixedRoofw/Internalfloating,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,3,설비유형
TAFIStorage Tank Fixed Roof wInternal floating,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,4,설비유형
[tafi]storage tank/ fixed roof w/internal floating,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,5,설비유형
Storage Tank/ Fixed Roof w/Internal floating,[TAFI]Storage Tank/ Fixed Roof w/Internal floating,6,설비유형
[TAFR]Storage Tank/ Floating Roof,[TAFR]Storage Tank/ Floating Roof,0,설비유형
[tafr]storage tank/ floating roof,[TAFR]Storage Tank/ Floating Roof,1,설비유형
[TAFR]STORAGE TANK/ FLOATING ROOF,[TAFR]Storage Tank/ Floating Roof,2,설비유형
[TAFR]StorageTank/FloatingRoof,[TAFR]Storage Tank/ Floating Roof,3,설비유형
TAFRStorage Tank Floating Roof,[TAFR]Storage Tank/ Floating Roof,4,설비유형
[tafr]storage tank/ floating roof,[TAFR]Storage Tank/ Floating Roof,5,설비유형
Storage Tank/ Floating Roof,[TAFR]Storage Tank/ Floating Roof,6,설비유형
[TAST]Storage Tank / Special Tank,[TAST]Storage Tank / Special Tank,0,설비유형
[tast]storage tank / special tank,[TAST]Storage Tank / Special Tank,1,설비유형
[TAST]STORAGE TANK / SPECIAL TANK,[TAST]Storage Tank / Special Tank,2,설비유형
[TAST]StorageTank/SpecialTank,[TAST]Storage Tank / Special Tank,3,설비유형
TASTStorage Tank  Special Tank,[TAST]Storage Tank / Special Tank,4,설비유형
[tast]storage tank / special tank,[TAST]Storage Tank / Special Tank,5,설비유형
Storage Tank / Special Tank,[TAST]Storage Tank / Special Tank,6,설비유형
[TBST]Turbine/ Steam turbines,[TBST]Turbine/ Steam turbines,0,설비유형
[tbst]turbine/ steam turbines,[TBST]Turbine/ Steam turbines,1,설비유형
[TBST]TURBINE/ STEAM TURBINES,[TBST]Turbine/ Steam turbines,2,설비유형
[TBST]Turbine/Steamturbines,[TBST]Turbine/ Steam turbines,3,설비유형
TBSTTurbine Steam turbines,[TBST]Turbine/ Steam turbines,4,설비유형
[tbst]turbine/ steam turbines,[TBST]Turbine/ Steam turbines,5,설비유형
Turbine/ Steam turbines,[TBST]Turbine/ Steam turbines,6,설비유형
[TECE]Turbo Expander/ Centrifugal,[TECE]Turbo Expander/ Centrifugal,0,설비유형
[tece]turbo expander/ centrifugal,[TECE]Turbo Expander/ Centrifugal,1,설비유형
[TECE]TURBO EXPANDER/ CENTRIFUGAL,[TECE]Turbo Expander/ Centrifugal,2,설비유형
[TECE]TurboExpander/Centrifugal,[TECE]Turbo Expander/ Centrifugal,3,설비유형
TECETurbo Expander Centrifugal,[TECE]Turbo Expander/ Centrifugal,4,설비유형
[tece]turbo expander/ centrifugal,[TECE]Turbo Expander/ Centrifugal,5,설비유형
Turbo Expander/ Centrifugal,[TECE]Turbo Expander/ Centrifugal,6,설비유형
[TRBD]Transformer/ Bus Duct,[TRBD]Transformer/ Bus Duct,0,설비유형
[trbd]transformer/ bus duct,[TRBD]Transformer/ Bus Duct,1,설비유형
[TRBD]TRANSFORMER/ BUS DUCT,[TRBD]Transformer/ Bus Duct,2,설비유형
[TRBD]Transformer/BusDuct,[TRBD]Transformer/ Bus Duct,3,설비유형
TRBDTransformer Bus Duct,[TRBD]Transformer/ Bus Duct,4,설비유형
[trbd]transformer/ bus duct,[TRBD]Transformer/ Bus Duct,5,설비유형
Transformer/ Bus Duct,[TRBD]Transformer/ Bus Duct,6,설비유형
[TRFM]Transformer/ Transformer,[TRFM]Transformer/ Transformer,0,설비유형
[trfm]transformer/ transformer,[TRFM]Transformer/ Transformer,1,설비유형
[TRFM]TRANSFORMER/ TRANSFORMER,[TRFM]Transformer/ Transformer,2,설비유형
[TRFM]Transformer/Transformer,[TRFM]Transformer/ Transformer,3,설비유형
TRFMTransformer Transformer,[TRFM]Transformer/ Transformer,4,설비유형
[trfm]transformer/ transformer,[TRFM]Transformer/ Transformer,5,설비유형
Transformer/ Transformer,[TRFM]Transformer/ Transformer,6,설비유형
[VAAV]Valve/ Air & Nitrogen Operated Valve,[VAAV]Valve/ Air & Nitrogen Operated Valve,0,설비유형
[vaav]valve/ air & nitrogen operated valve,[VAAV]Valve/ Air & Nitrogen Operated Valve,1,설비유형
[VAAV]VALVE/ AIR & NITROGEN OPERATED VALVE,[VAAV]Valve/ Air & Nitrogen Operated Valve,2,설비유형
[VAAV]Valve/Air&NitrogenOperatedValve,[VAAV]Valve/ Air & Nitrogen Operated Valve,3,설비유형
VAAVValve Air  Nitrogen Operated Valve,[VAAV]Valve/ Air & Nitrogen Operated Valve,4,설비유형
[vaav]valve/ air & nitrogen operated valve,[VAAV]Valve/ Air & Nitrogen Operated Valve,5,설비유형
Valve/ Air & Nitrogen Operated Valve,[VAAV]Valve/ Air & Nitrogen Operated Valve,6,설비유형
[VACV]Valve/ Control Valve,[VACV]Valve/ Control Valve,0,설비유형
[vacv]valve/ control valve,[VACV]Valve/ Control Valve,1,설비유형
[VACV]VALVE/ CONTROL VALVE,[VACV]Valve/ Control Valve,2,설비유형
[VACV]Valve/ControlValve,[VACV]Valve/ Control Valve,3,설비유형
VACVValve Control Valve,[VACV]Valve/ Control Valve,4,설비유형
[vacv]valve/ control valve,[VACV]Valve/ Control Valve,5,설비유형
Valve/ Control Valve,[VACV]Valve/ Control Valve,6,설비유형
[VADL]Valve/ Damper & Louver,[VADL]Valve/ Damper & Louver,0,설비유형
[vadl]valve/ damper & louver,[VADL]Valve/ Damper & Louver,1,설비유형
[VADL]VALVE/ DAMPER & LOUVER,[VADL]Valve/ Damper & Louver,2,설비유형
[VADL]Valve/Damper&Louver,[VADL]Valve/ Damper & Louver,3,설비유형
VADLValve Damper  Louver,[VADL]Valve/ Damper & Louver,4,설비유형
[vadl]valve/ damper & louver,[VADL]Valve/ Damper & Louver,5,설비유형
Valve/ Damper & Louver,[VADL]Valve/ Damper & Louver,6,설비유형
